매수일,매수가(시가),매수사유,종목명,티커,시장,비중(%),커버학회수,트리거학회,리포트날짜들,목표가들,매도일,매도가,보유일수,수익률(%),매도사유
2022-08-17,5671.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-08-16),로젠,033290,KR,5.0,1,star,2022-08-16,8370.0,2022-09-27,4811.0,41,-15.67,chandelier_ATR5
2022-09-08,23400.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-09-07),TKG휴켐스,069260,KR,5.0,1,ewha,2022-09-07,28188.0,2022-09-26,19750.0,18,-16.1,chandelier_ATR5
2022-08-17,11520.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-08-16),LS ELECTRIC,010120,KR,5.0,2,star,2022-08-16,15325.38,2022-09-26,9800.0,40,-15.44,chandelier_ATR5
2022-08-17,8670.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-08-16),씨티씨바이오,060590,KR,5.0,1,star,2022-08-16,19150.0,2022-09-22,7270.0,36,-16.65,chandelier_ATR5
2021-12-14,113500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-12-13),세아제강지주,003030,KR,5.0,2,smic,2021-12-13,154000.0,2022-09-20,147500.0,280,29.18,chandelier_ATR5
2022-08-01,84900.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: voera 2022-07-29),HD한국조선해양,009540,KR,5.0,1,voera,2022-07-29,120000.0,2022-09-15,87100.0,45,1.98,chandelier_ATR5
2022-03-14,160000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-03-12),롯데칠성,005300,KR,5.0,1,ewha,2022-03-12,242000.0,2022-08-05,165500.0,144,2.82,chandelier_ATR5
2022-05-19,47300.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: yig 2022-05-18, voera 2021-05-14, ewha 2020-08-22)",씨에스윈드,112610,KR,5.0,6,ewha|voera|yig,2020-08-22|2021-05-14|2022-05-18,107000.0|90900.0|79200.0,2022-07-14,46300.0,56,-2.7,chandelier_ATR5
2022-05-26,85.4492,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-05-25),EAF,EAF,US,5.0,1,smic,2022-05-25,,2022-06-30,70.3632,35,-18.15,chandelier_ATR5
2022-05-18,14000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-05-17),남해화학,025860,KR,5.0,1,star,2022-05-17,28100.0,2022-06-24,9320.0,37,-33.83,chandelier_ATR5
2022-06-09,67000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-06-08),DL,000210,KR,5.0,1,smic,2022-06-08,102000.0,2022-06-24,62000.0,15,-8.02,chandelier_ATR5
2022-05-13,28500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-05-12),인바디,041830,KR,5.0,2,smic,2022-05-12,43000.0,2022-06-24,22550.0,42,-21.35,chandelier_ATR5
2022-03-16,46600.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-03-15, ewha 2021-03-10)",해성디에스,195870,KR,5.0,2,ewha|star,2021-03-10|2022-03-15,53700.0|67300.0,2022-06-23,58900.0,99,25.64,chandelier_ATR5
2022-04-18,63400.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-04-16),JYP Ent.,035900,KR,5.0,3,smic,2022-04-16,92400.0,2022-06-23,48900.0,66,-23.33,chandelier_ATR5
2021-11-25,75700.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-11-24, voera 2021-09-17)",현대백화점,069960,KR,5.0,2,ewha|voera,2021-09-17|2021-11-24,119100.0|110500.0,2022-06-21,72800.0,208,-4.41,chandelier_ATR5
2022-05-13,173300.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-05-12),골프존,215000,KR,5.0,1,smic,2022-05-12,268300.0,2022-06-21,149800.0,39,-14.08,chandelier_ATR5
2022-05-18,94900.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-05-17, smic 2021-12-13)",에스티팜,237690,KR,5.0,4,smic|star,2021-12-13|2022-05-17,185000.0|132700.0,2022-06-20,89000.0,33,-6.78,chandelier_ATR5
2022-05-13,8960.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-05-12),한솔아이원스,114810,KR,5.0,1,smic,2022-05-12,16450.0,2022-06-20,8220.0,38,-8.81,chandelier_ATR5
2022-05-13,3540.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-05-12),벽산,007210,KR,5.0,1,smic,2022-05-12,5300.0,2022-06-17,2890.0,35,-18.85,chandelier_ATR5
