매수일,매수가(시가),매수사유,종목명,티커,시장,비중(%),커버학회수,트리거학회,리포트날짜들,목표가들,매도일,매도가,보유일수,수익률(%),매도사유
2020-01-02,12730.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-08-11) · 12개월 고정 보유,NHN KCP,060250,KR,5.0,1,smic,2019-08-11,19300.0,2021-01-04,41513.0,368,224.15,12개월_만기
2020-01-02,3057.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-12-24) · 12개월 고정 보유,세진중공업,075580,KR,5.0,3,smic,2019-12-24,,2021-01-04,6740.0,368,119.16,12개월_만기
2020-01-02,8466.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-08-11) · 12개월 고정 보유,이엠텍,091120,KR,5.0,1,smic,2019-08-11,19500.0,2021-01-04,12157.0,368,42.74,12개월_만기
2020-01-02,12000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-08-11) · 12개월 고정 보유,디와이피엔에프,104460,KR,5.0,2,smic,2019-08-11,12600.0,2021-01-04,19600.0,368,62.35,12개월_만기
2020-01-02,2675.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-08-11) · 12개월 고정 보유,알서포트,131370,KR,5.0,1,smic,2019-08-11,5200.0,2021-01-04,13250.0,368,392.36,12개월_만기
2020-01-02,27700.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-08-11) · 12개월 고정 보유,콜마비앤에이치,200130,KR,5.0,1,smic,2019-08-11,34500.0,2021-01-04,51900.0,368,86.24,12개월_만기
2020-01-02,7780.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-08-11) · 12개월 고정 보유,덱스터,206560,KR,5.0,1,smic,2019-08-11,11700.0,2021-01-04,5930.0,368,-24.24,12개월_만기
2020-01-02,23500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-08-11) · 12개월 고정 보유,지노믹트리,228760,KR,5.0,2,smic,2019-08-11,,2021-01-04,14650.0,368,-38.03,12개월_만기
2020-01-02,111500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-08-11) · 12개월 고정 보유,HS효성첨단소재,298050,KR,5.0,3,smic,2019-08-11,143300.0,2021-01-04,149500.0,368,33.28,12개월_만기
2020-01-02,33350.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: yig 2019-11-01) · 12개월 고정 보유,한국타이어앤테크놀로지,161390,KR,5.0,3,yig,2019-11-01,71500.0,2021-01-04,38150.0,368,13.71,12개월_만기
2020-01-02,17777.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-11-05) · 12개월 고정 보유,동국제약,086450,KR,5.0,1,smic,2019-11-05,20175.56,2021-01-04,28750.0,368,60.76,12개월_만기
2020-01-02,22050.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-11-05) · 12개월 고정 보유,비에이치,090460,KR,5.0,3,smic,2019-11-05,45300.0,2021-01-04,22050.0,368,-0.6,12개월_만기
2020-01-02,16100.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-11-05) · 12개월 고정 보유,에코마케팅,230360,KR,5.0,2,smic,2019-11-05,52500.0,2021-01-04,30050.0,368,85.53,12개월_만기
2020-01-02,15700.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-11-05) · 12개월 고정 보유,삼양패키징,272550,KR,5.0,2,smic,2019-11-05,23687.0,2021-01-04,21350.0,368,35.17,12개월_만기
2020-01-02,21780.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-11-05) · 12개월 고정 보유,코윈테크,282880,KR,5.0,2,smic,2019-11-05,41100.0,2021-01-04,20765.0,368,-5.23,12개월_만기
2020-01-02,262500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-12-18) · 12개월 고정 보유,SK,034730,KR,5.0,1,smic,2019-12-18,367000.0,2021-01-04,241000.0,368,-8.74,12개월_만기
2020-01-02,4330.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-12-18) · 12개월 고정 보유,SFA반도체,036540,KR,5.0,1,smic,2019-12-18,5500.0,2021-01-04,5930.0,368,36.13,12개월_만기
2020-01-02,8500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-12-18) · 12개월 고정 보유,KZ정밀,036560,KR,5.0,1,smic,2019-12-18,15670.0,2021-01-04,8080.0,368,-5.51,12개월_만기
2020-01-02,6813.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-12-18) · 12개월 고정 보유,비츠로셀,082920,KR,5.0,3,smic,2019-12-18,16829.0,2021-01-04,8352.0,368,21.85,12개월_만기
2020-01-02,42750.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-12-18) · 12개월 고정 보유,아이티엠반도체,084850,KR,5.0,1,smic,2019-12-18,47200.0,2021-01-04,57500.0,368,33.7,12개월_만기
